C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_257.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_257.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_257.jpg, 0, 0, 0, 7.848068E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_360.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_360.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_360.jpg, 0, 0, 0, 7.901614E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_465.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_465.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_465.jpg, 0, 0, 0, 7.819269E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_568.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_568.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_568.jpg, 0, 0, 0, 7.893769E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_676.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_676.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_676.jpg, 0, 0, 0, 7.831607E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_780.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_780.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_780.jpg, 0, 0, 0, 7.838799E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_886.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_886.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_886.jpg, 0, 0, 0, 7.949976E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_45_989.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_45_989.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_45_989.jpg, 0, 0, 0, 7.874458E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_094.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_094.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_094.jpg, 0, 0, 0, 7.814083E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_197.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_197.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_197.jpg, 0, 0, 0, 7.907029E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_306.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_306.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_306.jpg, 0, 0, 0, 7.815025E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_406.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_406.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_406.jpg, 0, 0, 0, 7.799885E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_508.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_508.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_508.jpg, 0, 0, 0, 7.838495E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_611.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_611.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_611.jpg, 0, 0, 0, 7.797402E-05
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_710.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_710.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_710.jpg, 0, 0.0464904, 0, 0.008072367
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_814.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_814.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_814.jpg, 0, 0.3374964, 0, 0.2922395
C:\Users\MURALI~1\Documents\Data_SDCars\IMG\center_2020_05_08_22_32_46_918.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\left_2020_05_08_22_32_46_918.jpg, C:\Users\MURALI~1\Documents\Data_SDCars\IMG\right_2020_05_08_22_32_46_918.jpg, 0, 0.6958425, 0, 1.049589
